generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,38.840000,11.960000,0.254181,0.139913,0.424655
500,40.020000,12.620000,0.145800,0.120583,0.473483
1000,35.080002,13.020000,0.092166,0.110048,0.508114
1500,33.480000,12.820000,0.034321,0.098655,0.513610
2000,36.599998,12.160000,0.023026,0.106460,0.487181
2500,43.580002,12.400000,0.016129,0.100652,0.494640
3000,40.599998,12.040000,0.009967,0.104233,0.479213
3500,45.660000,11.800000,0.006780,0.108124,0.471838
4000,38.340000,12.200000,0.006557,0.101274,0.506299
4500,37.340000,12.260000,0.003263,0.099616,0.503509
5000,37.000000,11.540000,0.003466,0.100992,0.468004
