generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,40.720001,11.840000,0.239865,0.141337,0.430897
500,39.700001,12.400000,0.141935,0.120390,0.465217
1000,36.680000,12.840000,0.090343,0.114924,0.493324
1500,43.340000,13.080000,0.064220,0.103827,0.512004
2000,39.939999,12.520000,0.041534,0.101842,0.506562
2500,42.380001,13.100000,0.030534,0.101135,0.517088
3000,38.520000,12.340000,0.016207,0.094162,0.500204
3500,44.160000,11.760000,0.006803,0.109635,0.474427
4000,37.540001,12.380000,0.006462,0.102465,0.503163
4500,43.599998,12.460000,0.006421,0.082131,0.502917
5000,39.320000,12.580000,0.003180,0.102215,0.511991
