generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,40.000000,11.500000,0.250435,0.137134,0.404824
500,46.439999,12.640000,0.136076,0.121534,0.470392
1000,45.419998,12.900000,0.089922,0.109580,0.498987
1500,38.279999,13.100000,0.058015,0.094527,0.527991
2000,38.540001,12.660000,0.028436,0.101629,0.510676
2500,43.240002,12.700000,0.018898,0.098467,0.518790
3000,45.180000,12.600000,0.009524,0.104466,0.515307
3500,41.459999,11.980000,0.006678,0.105338,0.484176
4000,38.560001,12.280000,0.000000,0.107077,0.506149
4500,41.820000,11.620000,0.000000,0.107327,0.475326
5000,39.099998,11.760000,0.000000,0.103922,0.475256
