generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,45.200001,11.920000,0.255034,0.153739,0.427145
500,41.580002,12.520000,0.150160,0.121236,0.469151
1000,41.459999,12.740000,0.097331,0.108691,0.491246
1500,40.380001,12.400000,0.058065,0.111184,0.490067
2000,45.820000,12.880000,0.034161,0.106252,0.515925
2500,33.779999,12.700000,0.015748,0.106470,0.517908
3000,34.000000,12.180000,0.006568,0.106345,0.500687
3500,43.200001,11.920000,0.003356,0.105591,0.484303
4000,39.279999,12.220000,0.000000,0.102145,0.500103
4500,42.880001,12.160000,0.000000,0.107162,0.491372
5000,36.860001,12.260000,0.000000,0.101212,0.496097
