generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,38.939999,11.900000,0.248739,0.145700,0.426461
500,39.200001,12.840000,0.140187,0.115665,0.486359
1000,34.939999,12.880000,0.074534,0.108656,0.503596
1500,45.520000,13.000000,0.036923,0.083873,0.520686
2000,41.200001,12.800000,0.028125,0.084713,0.510075
2500,38.560001,12.980000,0.021572,0.087048,0.521014
3000,39.320000,12.820000,0.009360,0.097003,0.519382
3500,37.500000,13.060000,0.006126,0.088198,0.525594
4000,37.099998,12.240000,0.003268,0.114853,0.503357
4500,37.700001,12.340000,0.003241,0.105894,0.501916
5000,36.820000,12.400000,0.003226,0.102172,0.497754
