generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,34.599998,12.680000,0.271293,0.135929,0.443425
500,42.139999,13.500000,0.157037,0.114978,0.503244
1000,39.180000,12.880000,0.086957,0.103481,0.505195
1500,43.099998,12.500000,0.044800,0.107071,0.485961
2000,40.919998,12.760000,0.025078,0.096421,0.507361
2500,43.400002,12.600000,0.009524,0.099437,0.509331
3000,38.279999,12.500000,0.003200,0.105606,0.509025
3500,35.599998,12.680000,0.003155,0.092316,0.516010
4000,40.820000,11.960000,0.000000,0.110892,0.481863
4500,41.959999,12.540000,0.000000,0.106549,0.514773
5000,38.480000,12.120000,0.000000,0.096433,0.493191
