generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,39.080002,12.700000,0.299213,0.137713,0.438672
500,41.099998,13.100000,0.149618,0.113104,0.487513
1000,34.759998,12.820000,0.078003,0.117882,0.504254
1500,36.320000,12.520000,0.057508,0.121841,0.495938
2000,43.720001,12.240000,0.035948,0.103164,0.487093
2500,43.119999,12.880000,0.021739,0.102756,0.510699
3000,39.660000,12.360000,0.016181,0.086107,0.501789
3500,36.700001,12.180000,0.006568,0.102803,0.489328
4000,43.320000,11.720000,0.003413,0.115582,0.480027
4500,38.840000,12.080000,0.003311,0.106587,0.489416
5000,41.880001,11.900000,0.003361,0.100520,0.478878
