generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,42.740002,11.740000,0.238501,0.139341,0.430278
500,41.700001,12.200000,0.140984,0.116572,0.464812
1000,42.400002,12.540000,0.092504,0.120293,0.488297
1500,44.360001,13.160000,0.042553,0.104472,0.528945
2000,40.419998,12.880000,0.024845,0.095910,0.517684
2500,48.160000,12.840000,0.009346,0.090058,0.520711
3000,42.680000,12.800000,0.006250,0.098219,0.521061
3500,42.220001,12.400000,0.003226,0.110715,0.508846
4000,42.820000,12.300000,0.003252,0.095897,0.501798
4500,41.340000,12.740000,0.003140,0.098846,0.523298
5000,31.059999,13.140000,0.000000,0.090893,0.537888
