generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,33.040001,12.140000,0.214168,0.133765,0.445139
500,40.560001,12.820000,0.112324,0.111856,0.490685
1000,37.180000,12.800000,0.071875,0.099098,0.502450
1500,45.439999,12.820000,0.043682,0.103228,0.513997
2000,40.500000,12.820000,0.015601,0.100451,0.518509
2500,38.520000,12.200000,0.009836,0.105899,0.494699
3000,36.360001,11.960000,0.010033,0.100165,0.491286
3500,42.820000,12.380000,0.009693,0.089084,0.500336
4000,40.759998,12.000000,0.006667,0.099703,0.486273
4500,43.240002,12.000000,0.000000,0.112379,0.494724
5000,36.939999,11.980000,0.000000,0.096905,0.484520
