generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,40.299999,11.640000,0.243986,0.148718,0.422478
500,39.139999,12.440000,0.128617,0.122143,0.481346
1000,40.439999,12.640000,0.075949,0.117731,0.496309
1500,39.020000,12.180000,0.059113,0.113476,0.489017
2000,41.060001,12.600000,0.028571,0.103015,0.508471
2500,42.279999,12.520000,0.012780,0.100372,0.510997
3000,39.900002,13.080000,0.009174,0.085682,0.535881
3500,39.560001,12.680000,0.003155,0.098843,0.516393
4000,38.119999,12.280000,0.003257,0.106427,0.500000
4500,33.080002,11.500000,0.000000,0.106411,0.467713
5000,36.680000,12.320000,0.000000,0.101199,0.507309
