generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,46.520000,12.360000,0.275081,0.140778,0.437219
500,39.599998,13.260000,0.159879,0.126809,0.505965
1000,41.580002,12.520000,0.099042,0.107380,0.475817
1500,40.139999,12.900000,0.065116,0.095564,0.510022
2000,40.700001,12.220000,0.045827,0.103369,0.485256
2500,47.639999,12.240000,0.022876,0.106913,0.494275
3000,38.380001,11.980000,0.003339,0.106860,0.483559
3500,43.680000,12.300000,0.003252,0.102878,0.494243
4000,38.220001,12.380000,0.003231,0.098795,0.490957
4500,42.340000,11.820000,0.003384,0.112951,0.477328
5000,37.680000,11.200000,0.000000,0.101851,0.453870
