generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,42.820000,11.400000,0.259649,0.145856,0.402110
500,38.320000,12.900000,0.114729,0.119340,0.494419
1000,40.180000,12.580000,0.073132,0.104030,0.508757
1500,37.619999,12.280000,0.052117,0.109493,0.480481
2000,42.060001,12.300000,0.035772,0.109373,0.490478
2500,42.939999,12.340000,0.019449,0.107589,0.491459
3000,40.380001,12.820000,0.006240,0.090941,0.518366
3500,38.279999,12.660000,0.006319,0.104406,0.502036
4000,40.500000,12.680000,0.003155,0.093646,0.514907
4500,37.439999,12.320000,0.003247,0.107413,0.500135
5000,47.459999,11.900000,0.000000,0.108587,0.487155
