generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,42.580002,12.640000,0.275316,0.136155,0.436670
500,33.639999,13.600000,0.141176,0.115931,0.514829
1000,44.639999,13.100000,0.091603,0.110556,0.517808
1500,39.480000,12.160000,0.052632,0.107724,0.484818
2000,39.299999,13.120000,0.030488,0.102500,0.520867
2500,38.360001,12.140000,0.019769,0.109194,0.485096
3000,38.720001,12.140000,0.009885,0.108111,0.494978
3500,34.220001,11.780000,0.003396,0.116682,0.480000
4000,40.860001,11.880000,0.003367,0.115287,0.495667
4500,40.240002,12.440000,0.003215,0.098729,0.509273
5000,40.060001,12.100000,0.000000,0.102951,0.503838
