generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,43.500000,12.540000,0.251994,0.132568,0.450241
500,39.480000,13.460000,0.106984,0.110028,0.520770
1000,37.180000,12.520000,0.079872,0.100529,0.490239
1500,44.060001,12.820000,0.040562,0.104628,0.511560
2000,41.500000,12.520000,0.015974,0.108747,0.507126
2500,35.779999,12.680000,0.009464,0.103861,0.508074
3000,38.680000,12.660000,0.006319,0.099492,0.513995
3500,40.680000,12.680000,0.006309,0.103401,0.512021
4000,38.400002,12.200000,0.003279,0.099872,0.497532
4500,37.639999,12.200000,0.000000,0.108961,0.491773
5000,43.200001,12.060000,0.000000,0.106052,0.488597
