generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,41.799999,11.080000,0.238267,0.145100,0.406068
500,44.279999,12.060000,0.129353,0.123339,0.452998
1000,41.119999,12.360000,0.074434,0.108944,0.482905
1500,38.900002,12.620000,0.047544,0.108186,0.510386
2000,34.959999,12.860000,0.021773,0.106370,0.520924
2500,39.439999,12.480000,0.009615,0.095369,0.503721
3000,47.160000,12.200000,0.006557,0.104446,0.493394
3500,31.740000,12.200000,0.000000,0.105277,0.487684
4000,41.639999,12.560000,0.000000,0.102391,0.506162
4500,41.040001,11.460000,0.000000,0.097358,0.465561
5000,41.200001,11.980000,0.000000,0.102087,0.487625
