generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,44.900002,12.260000,0.254486,0.133485,0.435721
500,42.580002,12.400000,0.135484,0.115219,0.469705
1000,40.799999,12.760000,0.072100,0.102478,0.504856
1500,41.459999,12.360000,0.042071,0.107470,0.499826
2000,41.160000,12.560000,0.019108,0.102232,0.509919
2500,39.900002,12.560000,0.012739,0.102731,0.503176
3000,41.279999,12.040000,0.009967,0.102165,0.484755
3500,33.099998,11.920000,0.006711,0.106553,0.484369
4000,37.299999,12.240000,0.000000,0.080594,0.502140
4500,44.360001,11.880000,0.000000,0.110071,0.483591
5000,39.000000,12.400000,0.000000,0.084564,0.507714
