generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,47.840000,11.580000,0.221071,0.134505,0.425356
500,37.080002,12.660000,0.123223,0.117584,0.484855
1000,39.660000,12.800000,0.068750,0.111409,0.508000
1500,35.779999,12.960000,0.049383,0.106554,0.510241
2000,41.419998,12.120000,0.026403,0.101134,0.489861
2500,38.520000,12.160000,0.019737,0.115582,0.491984
3000,45.380001,12.140000,0.016474,0.102522,0.491765
3500,41.639999,12.660000,0.009479,0.098962,0.511337
4000,40.540001,12.600000,0.006349,0.099793,0.508112
4500,40.619999,12.160000,0.006579,0.093956,0.486424
5000,33.779999,12.420000,0.006441,0.088026,0.506683
