generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,41.900002,11.500000,0.246957,0.139930,0.404899
500,30.160000,12.680000,0.119874,0.120952,0.494034
1000,41.639999,13.020000,0.079877,0.116922,0.504054
1500,36.139999,12.900000,0.055814,0.102080,0.512376
2000,33.060001,13.160000,0.033435,0.090258,0.533317
2500,35.900002,12.660000,0.012638,0.104079,0.519706
3000,45.099998,12.760000,0.009404,0.102047,0.509538
3500,44.259998,12.900000,0.009302,0.108531,0.523751
4000,39.360001,12.360000,0.003236,0.097882,0.501214
4500,33.099998,12.400000,0.003226,0.105471,0.514508
5000,36.160000,12.000000,0.000000,0.098996,0.500422
