generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,41.040001,12.280000,0.237785,0.141479,0.440176
500,43.200001,12.740000,0.144427,0.123760,0.490826
1000,45.200001,13.180000,0.088012,0.116882,0.520521
1500,42.740002,13.300000,0.063158,0.095541,0.516378
2000,42.900002,12.460000,0.025682,0.095629,0.506892
2500,43.160000,11.920000,0.016779,0.098395,0.480306
3000,41.360001,12.360000,0.012945,0.094995,0.490108
3500,42.580002,12.240000,0.006536,0.106739,0.497313
4000,38.680000,12.380000,0.006462,0.091908,0.508839
4500,40.520000,12.260000,0.006525,0.103666,0.499420
5000,41.180000,12.020000,0.000000,0.100884,0.490082
