generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,38.840000,12.100000,0.257851,0.138943,0.421897
500,45.340000,13.240000,0.135952,0.110387,0.495304
1000,35.700001,13.080000,0.082569,0.106498,0.512942
1500,39.419998,12.300000,0.039024,0.104472,0.483101
2000,43.259998,12.560000,0.031847,0.101085,0.504247
2500,38.700001,12.520000,0.022364,0.107858,0.504173
3000,46.360001,12.320000,0.009740,0.090675,0.505575
3500,40.740002,12.300000,0.003252,0.100225,0.491857
4000,42.660000,11.940000,0.003350,0.110520,0.485168
4500,33.700001,11.740000,0.000000,0.108791,0.472202
5000,35.419998,11.680000,0.000000,0.111005,0.472949
