generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,44.160000,11.560000,0.221453,0.140833,0.427870
500,34.720001,13.220000,0.130106,0.105141,0.496301
1000,38.619999,12.880000,0.077640,0.116343,0.508325
1500,43.040001,12.320000,0.048701,0.111674,0.488283
2000,37.180000,12.560000,0.019108,0.109524,0.509666
2500,38.599998,12.500000,0.012800,0.114287,0.513810
3000,36.599998,12.040000,0.009967,0.107048,0.496493
3500,41.500000,11.840000,0.006757,0.108061,0.487629
4000,45.980000,12.020000,0.003328,0.100318,0.490282
4500,36.040001,11.740000,0.003407,0.109953,0.474203
5000,41.680000,12.220000,0.003273,0.105330,0.493440
