generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,38.980000,11.800000,0.227119,0.139232,0.426022
500,37.360001,12.700000,0.122835,0.123817,0.486130
1000,41.160000,12.720000,0.062893,0.106581,0.497674
1500,41.220001,12.520000,0.047923,0.104769,0.506544
2000,37.099998,12.000000,0.016667,0.102371,0.491902
2500,46.560001,12.300000,0.006504,0.099699,0.510884
3000,33.980000,12.700000,0.003150,0.099467,0.517142
3500,47.680000,12.160000,0.000000,0.098669,0.496351
4000,39.480000,12.640000,0.000000,0.088739,0.515163
4500,39.779999,12.020000,0.000000,0.108946,0.480051
5000,42.639999,11.740000,0.000000,0.102032,0.478303
