generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,42.680000,12.100000,0.251240,0.135480,0.416598
500,44.980000,13.080000,0.143731,0.116709,0.492820
1000,41.419998,13.120000,0.082317,0.108091,0.503574
1500,43.279999,12.400000,0.061290,0.109632,0.482405
2000,35.700001,12.520000,0.044728,0.109480,0.494657
2500,42.860001,11.840000,0.040541,0.109709,0.469436
3000,38.919998,12.260000,0.022838,0.109847,0.494749
3500,37.139999,12.140000,0.019769,0.107669,0.486601
4000,38.439999,12.680000,0.006309,0.083025,0.515535
4500,42.919998,12.140000,0.006590,0.111610,0.497805
5000,43.919998,11.620000,0.003442,0.108625,0.474756
