generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,43.380001,11.500000,0.191304,0.139952,0.425411
500,40.939999,12.620000,0.098257,0.112235,0.484228
1000,36.919998,12.500000,0.073600,0.107101,0.490921
1500,40.119999,12.560000,0.054140,0.108122,0.493029
2000,36.439999,12.320000,0.038961,0.103608,0.500418
2500,39.680000,12.520000,0.019169,0.095960,0.499667
3000,34.540001,12.660000,0.009479,0.093118,0.515216
3500,43.799999,12.700000,0.006299,0.087994,0.516812
4000,37.119999,12.200000,0.003279,0.102382,0.507291
4500,35.840000,12.200000,0.000000,0.093169,0.498628
5000,40.240002,12.320000,0.000000,0.096244,0.509741
