generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,34.540001,11.920000,0.228188,0.141583,0.443597
500,44.500000,13.180000,0.127466,0.103209,0.504387
1000,41.660000,13.080000,0.100917,0.104084,0.496913
1500,38.180000,12.800000,0.050000,0.111571,0.506486
2000,38.060001,12.460000,0.019262,0.100798,0.499799
2500,33.759998,12.440000,0.012862,0.097826,0.503846
3000,43.900002,12.580000,0.003180,0.092176,0.511505
3500,33.419998,12.340000,0.003241,0.102096,0.498853
4000,42.880001,12.540000,0.003190,0.090206,0.511663
4500,44.180000,12.100000,0.000000,0.106819,0.483028
5000,39.040001,12.220000,0.000000,0.104086,0.493385
