generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,40.580002,12.400000,0.293548,0.140899,0.436538
500,44.660000,13.440000,0.196429,0.117758,0.499200
1000,39.360001,13.080000,0.122324,0.119639,0.497653
1500,41.520000,13.120000,0.070122,0.100639,0.502210
2000,45.619999,12.580000,0.038156,0.107528,0.493453
2500,42.139999,12.980000,0.024653,0.103909,0.523845
3000,43.860001,12.580000,0.009539,0.092866,0.508812
3500,38.500000,12.060000,0.006633,0.101969,0.483410
4000,41.639999,11.480000,0.003484,0.113049,0.463083
4500,45.200001,11.740000,0.003407,0.115311,0.475183
5000,37.959999,11.960000,0.003344,0.106832,0.479309
