generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,43.639999,12.240000,0.251634,0.137147,0.446340
500,45.180000,13.120000,0.140244,0.111475,0.506699
1000,36.020000,13.320000,0.084084,0.098463,0.513871
1500,44.419998,13.560000,0.050147,0.092904,0.538690
2000,42.639999,12.940000,0.030912,0.109070,0.522099
2500,42.599998,12.460000,0.016051,0.086828,0.515342
3000,43.939999,12.300000,0.009756,0.094474,0.506175
3500,38.779999,12.100000,0.006612,0.110337,0.492427
4000,37.099998,12.140000,0.006590,0.104830,0.493851
4500,45.020000,11.800000,0.006780,0.112676,0.483342
5000,37.959999,11.720000,0.003413,0.112886,0.476219
