generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,38.580002,11.700000,0.188034,0.133975,0.429471
500,39.740002,12.640000,0.091772,0.111377,0.489908
1000,39.240002,12.920000,0.052632,0.103273,0.522603
1500,38.380001,13.240000,0.039275,0.098816,0.536987
2000,37.040001,11.960000,0.033445,0.114567,0.480000
2500,38.980000,12.340000,0.019449,0.101002,0.502430
3000,42.000000,12.880000,0.012422,0.093415,0.513407
3500,41.560001,12.620000,0.006339,0.102929,0.514784
4000,40.099998,12.160000,0.006579,0.099613,0.495489
4500,45.000000,12.360000,0.006472,0.107860,0.497333
5000,42.000000,12.580000,0.003180,0.084865,0.521176
