generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,45.040001,12.280000,0.250814,0.135639,0.438966
500,40.259998,13.120000,0.167683,0.124951,0.485105
1000,41.799999,13.100000,0.097710,0.104795,0.509728
1500,44.259998,12.960000,0.049383,0.103195,0.512740
2000,43.840000,12.380000,0.016155,0.104764,0.500983
2500,42.119999,12.120000,0.009901,0.111377,0.490456
3000,35.619999,12.120000,0.006601,0.105239,0.490566
3500,36.000000,11.840000,0.006757,0.107289,0.475422
4000,40.400002,12.400000,0.006452,0.095722,0.495976
4500,39.439999,11.980000,0.003339,0.102760,0.476280
5000,42.820000,12.620000,0.000000,0.092014,0.508693
