generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,38.580002,12.180000,0.259442,0.135464,0.423639
500,43.540001,13.020000,0.150538,0.119365,0.490348
1000,40.919998,13.080000,0.116208,0.106702,0.505993
1500,40.619999,13.340000,0.089955,0.099804,0.513314
2000,38.160000,12.880000,0.037267,0.093798,0.517175
2500,45.099998,12.800000,0.021875,0.096937,0.512868
3000,38.299999,12.460000,0.012841,0.105434,0.504370
3500,41.779999,12.900000,0.006202,0.094899,0.526852
4000,40.400002,12.600000,0.003175,0.102173,0.515664
4500,37.660000,11.980000,0.000000,0.111456,0.484072
5000,37.660000,11.740000,0.000000,0.101142,0.476473
