generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,45.419998,11.740000,0.194208,0.133017,0.429274
500,40.320000,12.900000,0.105426,0.116843,0.496467
1000,35.500000,12.540000,0.063796,0.107597,0.488260
1500,36.720001,12.780000,0.046948,0.106496,0.515370
2000,39.340000,12.400000,0.022581,0.091257,0.500849
2500,40.400002,12.660000,0.015798,0.100376,0.501754
3000,38.619999,12.500000,0.009600,0.106950,0.506267
3500,35.540001,12.820000,0.006240,0.100441,0.522229
4000,42.779999,12.800000,0.006250,0.095580,0.519651
4500,43.860001,12.580000,0.000000,0.090439,0.509405
5000,41.660000,11.960000,0.000000,0.114335,0.484197
