generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,36.919998,11.380000,0.228471,0.142389,0.408297
500,40.160000,12.460000,0.128411,0.124122,0.480450
1000,44.200001,12.920000,0.071207,0.106210,0.508327
1500,39.799999,12.780000,0.050078,0.103375,0.501484
2000,43.520000,12.840000,0.040498,0.103820,0.511283
2500,39.599998,12.260000,0.032626,0.089689,0.509061
3000,39.700001,12.340000,0.022690,0.105356,0.497769
3500,37.459999,11.880000,0.016835,0.117764,0.481424
4000,40.419998,12.580000,0.009539,0.095777,0.507831
4500,38.799999,12.140000,0.006590,0.108413,0.488333
5000,44.020000,11.980000,0.003339,0.112757,0.485035
