generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,41.080002,11.540000,0.273830,0.143541,0.400312
500,38.959999,12.840000,0.130841,0.122576,0.488838
1000,45.740002,12.360000,0.093851,0.114864,0.473047
1500,42.320000,13.060000,0.064319,0.110724,0.520983
2000,40.500000,12.560000,0.035032,0.107280,0.505301
2500,41.459999,12.600000,0.025397,0.098395,0.508709
3000,39.400002,13.780000,0.014514,0.097271,0.554001
3500,42.099998,13.200000,0.009091,0.089392,0.534509
4000,41.480000,12.860000,0.003110,0.092233,0.513683
4500,44.060001,12.000000,0.003333,0.101396,0.498378
5000,37.419998,12.260000,0.000000,0.101971,0.493997
