generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,40.400002,12.560000,0.292994,0.134908,0.429220
500,46.060001,13.360000,0.176647,0.120290,0.490672
1000,36.119999,13.200000,0.115152,0.112368,0.508157
1500,41.680000,13.140000,0.070015,0.098653,0.522349
2000,45.040001,12.360000,0.045307,0.105690,0.488499
2500,38.939999,11.560000,0.017301,0.119427,0.465064
3000,43.740002,12.260000,0.009788,0.106561,0.485977
3500,45.360001,12.860000,0.006221,0.086474,0.525418
4000,40.820000,12.940000,0.003091,0.095023,0.524739
4500,40.639999,12.380000,0.000000,0.100121,0.510048
5000,42.400002,12.300000,0.000000,0.102087,0.497526
