generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,37.459999,12.040000,0.259136,0.129994,0.418923
500,40.480000,12.640000,0.145570,0.124260,0.477425
1000,40.540001,13.140000,0.097412,0.116397,0.513155
1500,37.119999,12.800000,0.056250,0.095729,0.507856
2000,40.080002,13.060000,0.045942,0.103995,0.523679
2500,44.700001,12.160000,0.029605,0.112202,0.490044
3000,39.799999,12.180000,0.016420,0.111793,0.492465
3500,38.080002,12.000000,0.003333,0.110813,0.493825
4000,39.080002,12.300000,0.000000,0.091833,0.505795
4500,33.919998,12.140000,0.000000,0.080949,0.504136
5000,42.520000,11.720000,0.000000,0.112587,0.475063
