generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,42.279999,12.020000,0.256240,0.139085,0.429411
500,44.279999,12.800000,0.140625,0.116698,0.483634
1000,42.259998,12.480000,0.076923,0.118676,0.491755
1500,40.560001,12.560000,0.047771,0.113405,0.500782
2000,37.880001,12.700000,0.031496,0.106237,0.509390
2500,42.160000,12.780000,0.018779,0.105994,0.518575
3000,35.619999,12.520000,0.009585,0.100397,0.502219
3500,36.139999,12.380000,0.006462,0.096238,0.497351
4000,47.320000,11.940000,0.003350,0.077923,0.491084
4500,43.360001,12.080000,0.000000,0.115823,0.501051
5000,42.619999,12.560000,0.000000,0.084158,0.514967
