generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,41.200001,11.620000,0.237522,0.138160,0.418286
500,34.560001,13.220000,0.142209,0.111509,0.499356
1000,33.459999,13.000000,0.083077,0.106388,0.509006
1500,38.040001,12.660000,0.063191,0.090238,0.504938
2000,42.200001,12.860000,0.049767,0.102334,0.511364
2500,41.119999,12.540000,0.025518,0.099294,0.502918
3000,43.139999,12.180000,0.019704,0.105078,0.492960
3500,45.939999,12.800000,0.009375,0.095427,0.513462
4000,35.639999,12.260000,0.003263,0.097609,0.510716
4500,36.080002,12.780000,0.000000,0.070741,0.530123
5000,33.939999,12.080000,0.000000,0.086561,0.501079
