generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,36.400002,11.400000,0.228070,0.140546,0.407311
500,44.060001,12.480000,0.118590,0.114618,0.471684
1000,38.200001,12.860000,0.068429,0.104878,0.505873
1500,38.340000,12.600000,0.053968,0.109657,0.496016
2000,42.139999,12.840000,0.028037,0.091193,0.517018
2500,45.520000,13.000000,0.009231,0.097954,0.525851
3000,40.299999,12.440000,0.006431,0.101808,0.506408
3500,41.820000,12.260000,0.006525,0.108198,0.489362
4000,37.520000,12.700000,0.006299,0.108660,0.517288
4500,44.740002,12.340000,0.006483,0.099136,0.496033
5000,43.279999,12.460000,0.003210,0.106182,0.503509
