generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,38.779999,11.360000,0.211268,0.147176,0.408536
500,33.200001,13.120000,0.115854,0.116187,0.503225
1000,39.900002,12.240000,0.075163,0.117105,0.469202
1500,39.919998,12.220000,0.039280,0.111523,0.484986
2000,42.080002,12.060000,0.023217,0.107167,0.484428
2500,41.759998,12.340000,0.016207,0.077629,0.498817
3000,35.860001,11.800000,0.006780,0.101139,0.484891
3500,38.599998,12.060000,0.006633,0.105337,0.493154
4000,39.779999,11.920000,0.006711,0.102905,0.482821
4500,41.380001,12.680000,0.000000,0.093191,0.512368
5000,42.160000,12.360000,0.000000,0.100969,0.499866
