generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,43.639999,12.180000,0.269294,0.134317,0.418244
500,36.439999,13.160000,0.158055,0.112040,0.490818
1000,45.060001,13.180000,0.100152,0.110023,0.512214
1500,36.080002,12.560000,0.050955,0.100485,0.492718
2000,37.000000,12.960000,0.027778,0.095735,0.529127
2500,38.439999,13.140000,0.012177,0.096311,0.528321
3000,43.240002,12.680000,0.000000,0.079873,0.521723
3500,43.380001,12.240000,0.000000,0.103011,0.500683
4000,37.779999,12.480000,0.000000,0.085868,0.511299
4500,39.459999,12.420000,0.000000,0.099892,0.506055
5000,43.119999,12.260000,0.000000,0.077996,0.497630
