generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,44.459999,10.940000,0.285192,0.152440,0.378039
500,38.759998,12.360000,0.142395,0.127113,0.459453
1000,37.560001,12.360000,0.071197,0.114376,0.489449
1500,42.740002,12.480000,0.044872,0.104209,0.489678
2000,39.279999,12.360000,0.032362,0.109329,0.483905
2500,41.220001,12.460000,0.022472,0.097618,0.503797
3000,44.320000,12.620000,0.006339,0.095681,0.510176
3500,45.919998,12.040000,0.006645,0.107354,0.493432
4000,45.400002,11.760000,0.000000,0.111786,0.473579
4500,35.040001,12.000000,0.000000,0.084826,0.486561
5000,37.639999,11.660000,0.000000,0.093179,0.466547
