generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,41.980000,11.280000,0.241135,0.146808,0.406321
500,40.419998,12.320000,0.113636,0.123204,0.470910
1000,38.560001,12.560000,0.057325,0.110267,0.499039
1500,43.240002,12.480000,0.035256,0.103193,0.492065
2000,38.860001,12.660000,0.018957,0.101778,0.496926
2500,36.660000,13.060000,0.009188,0.095225,0.527840
3000,40.080002,12.060000,0.006633,0.111306,0.484387
3500,39.520000,11.800000,0.003390,0.101399,0.478951
4000,37.180000,11.960000,0.000000,0.111348,0.482469
4500,38.060001,11.780000,0.000000,0.115235,0.476941
5000,44.520000,12.200000,0.000000,0.110431,0.497528
