generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,33.939999,12.400000,0.258065,0.130004,0.443200
500,46.240002,12.740000,0.138148,0.116627,0.468640
1000,33.419998,12.420000,0.099839,0.109134,0.471838
1500,40.580002,12.280000,0.052117,0.109358,0.494203
2000,42.740002,12.680000,0.031546,0.102632,0.509534
2500,39.759998,12.640000,0.018987,0.090707,0.509247
3000,40.880001,12.920000,0.018576,0.097139,0.518507
3500,45.939999,12.820000,0.012480,0.099478,0.522283
4000,43.580002,12.480000,0.006410,0.105005,0.506612
4500,44.500000,12.360000,0.000000,0.101770,0.491793
5000,40.259998,12.520000,0.000000,0.105287,0.505868
