generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,39.279999,12.200000,0.278689,0.141176,0.423198
500,32.299999,12.900000,0.161240,0.114949,0.480446
1000,42.180000,13.180000,0.094082,0.110654,0.516868
1500,44.900002,13.100000,0.054962,0.103016,0.520684
2000,40.180000,12.280000,0.035831,0.109957,0.495526
2500,39.820000,12.720000,0.022013,0.096487,0.521488
3000,47.099998,12.660000,0.012638,0.099855,0.512015
3500,43.139999,12.860000,0.006221,0.099714,0.523099
4000,42.820000,12.260000,0.000000,0.102286,0.492761
4500,41.320000,11.920000,0.000000,0.102752,0.493327
5000,46.820000,12.280000,0.000000,0.099819,0.494039
