generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,44.500000,11.760000,0.231293,0.140425,0.425137
500,43.779999,12.600000,0.136508,0.114834,0.476793
1000,41.200001,12.860000,0.080871,0.118906,0.501175
1500,40.799999,12.900000,0.046512,0.105306,0.513790
2000,36.860001,12.340000,0.025932,0.106909,0.505630
2500,40.080002,12.520000,0.009585,0.096238,0.510137
3000,39.480000,12.380000,0.003231,0.084127,0.508766
3500,35.599998,12.280000,0.000000,0.095289,0.503515
4000,38.180000,12.600000,0.000000,0.074826,0.501455
4500,39.560001,12.380000,0.000000,0.101374,0.498830
5000,36.400002,12.520000,0.000000,0.097951,0.507266
