generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,44.720001,10.880000,0.224265,0.142095,0.389278
500,42.540001,11.740000,0.105622,0.125182,0.457849
1000,36.900002,12.020000,0.059900,0.109553,0.473767
1500,34.700001,12.320000,0.032468,0.104683,0.499342
2000,44.560001,12.520000,0.019169,0.108650,0.496172
2500,35.320000,12.420000,0.016103,0.102136,0.499192
3000,36.759998,12.700000,0.012598,0.095219,0.505328
3500,42.380001,12.420000,0.006441,0.100216,0.495608
4000,41.599998,12.260000,0.000000,0.103586,0.509277
4500,41.720001,12.340000,0.000000,0.095370,0.506504
5000,38.439999,13.120000,0.000000,0.090278,0.527665
