generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,34.680000,11.320000,0.187279,0.140436,0.411782
500,44.560001,12.560000,0.092357,0.119027,0.486787
1000,40.560001,12.740000,0.059655,0.104744,0.501371
1500,37.740002,12.400000,0.041935,0.103165,0.497168
2000,38.380001,12.060000,0.026534,0.111126,0.488457
2500,40.779999,11.940000,0.013400,0.112451,0.481282
3000,43.320000,12.020000,0.006656,0.104706,0.484057
3500,41.259998,12.160000,0.006579,0.085809,0.505723
4000,41.240002,12.420000,0.006441,0.088441,0.510503
4500,40.700001,12.220000,0.003273,0.107116,0.502431
5000,37.880001,12.340000,0.003241,0.093454,0.506077
