generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,45.860001,11.960000,0.254181,0.144028,0.420928
500,42.060001,12.720000,0.138365,0.109285,0.475847
1000,42.700001,13.220000,0.084720,0.107645,0.512708
1500,39.220001,12.960000,0.040123,0.099573,0.517503
2000,40.660000,11.900000,0.023529,0.107785,0.465181
2500,38.820000,11.960000,0.013378,0.118890,0.492443
3000,34.480000,12.220000,0.006547,0.108605,0.501818
3500,36.680000,12.620000,0.003170,0.099283,0.516527
4000,48.820000,12.500000,0.003200,0.108916,0.506473
4500,43.060001,12.860000,0.003110,0.104075,0.523146
5000,36.279999,12.660000,0.003160,0.089428,0.509944
