generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,35.320000,11.620000,0.247849,0.143774,0.414521
500,43.619999,12.340000,0.136143,0.126708,0.462274
1000,38.900002,12.820000,0.081123,0.103493,0.498747
1500,37.660000,12.900000,0.043411,0.095301,0.515280
2000,39.119999,11.800000,0.027119,0.102857,0.477550
2500,38.740002,12.180000,0.016420,0.110045,0.491618
3000,32.680000,12.540000,0.009569,0.117205,0.508521
3500,41.520000,11.780000,0.010187,0.095577,0.472898
4000,39.180000,11.940000,0.010050,0.105060,0.483078
4500,37.779999,12.340000,0.006483,0.107420,0.507393
5000,37.200001,11.980000,0.006678,0.096411,0.487479
