generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,40.099998,12.700000,0.280315,0.131160,0.448243
500,39.939999,13.120000,0.143293,0.109978,0.492139
1000,47.080002,13.160000,0.094225,0.109222,0.505510
1500,39.139999,13.000000,0.064615,0.107301,0.522419
2000,37.200001,12.780000,0.034429,0.103528,0.504525
2500,34.880001,12.120000,0.016502,0.095782,0.486544
3000,42.680000,12.040000,0.009967,0.104573,0.489508
3500,39.139999,11.560000,0.003460,0.108838,0.471435
4000,37.480000,12.540000,0.003190,0.106279,0.508846
4500,44.259998,12.640000,0.000000,0.098338,0.515861
5000,42.520000,12.260000,0.000000,0.097418,0.509996
