generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,37.320000,11.780000,0.254669,0.136472,0.417601
500,41.500000,12.660000,0.154818,0.123144,0.478474
1000,41.439999,12.680000,0.110410,0.120982,0.491800
1500,40.740002,12.620000,0.079239,0.099725,0.487573
2000,40.840000,13.160000,0.048632,0.100956,0.519377
2500,44.959999,12.380000,0.019386,0.101162,0.501089
3000,43.080002,11.840000,0.013514,0.123147,0.490508
3500,34.060001,12.540000,0.006380,0.096308,0.506682
4000,43.700001,12.260000,0.003263,0.100286,0.497066
4500,45.020000,11.900000,0.003361,0.099994,0.484172
5000,39.160000,12.080000,0.003311,0.104993,0.485363
