generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,40.880001,11.640000,0.261168,0.149907,0.415181
500,40.639999,12.580000,0.143084,0.122769,0.471454
1000,36.439999,12.920000,0.083591,0.102989,0.501339
1500,41.480000,12.400000,0.058065,0.116444,0.493090
2000,40.980000,12.260000,0.029364,0.115147,0.490257
2500,38.639999,12.540000,0.019139,0.102009,0.503751
3000,38.439999,12.620000,0.009509,0.104716,0.509364
3500,40.020000,12.780000,0.003130,0.091380,0.513883
4000,39.419998,11.800000,0.003390,0.114457,0.483421
4500,37.040001,12.120000,0.003300,0.105152,0.488063
5000,38.080002,11.940000,0.003350,0.118267,0.484143
