generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,39.200001,10.860000,0.243094,0.144723,0.389684
500,35.959999,12.700000,0.116535,0.116075,0.481095
1000,32.540001,12.440000,0.080386,0.115986,0.490424
1500,33.480000,11.720000,0.047782,0.119586,0.459873
2000,48.980000,12.640000,0.028481,0.087397,0.508729
2500,36.480000,12.360000,0.016181,0.098195,0.502848
3000,39.480000,12.360000,0.003236,0.101241,0.496736
3500,35.459999,12.500000,0.000000,0.100247,0.500131
4000,37.880001,12.120000,0.000000,0.097734,0.487070
4500,43.820000,12.020000,0.000000,0.104082,0.486366
5000,37.439999,12.660000,0.000000,0.100240,0.514726
