generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,36.720001,11.700000,0.266667,0.139639,0.403115
500,44.560001,12.880000,0.149068,0.120630,0.481492
1000,42.119999,12.940000,0.083462,0.107157,0.505493
1500,37.860001,12.940000,0.052550,0.094931,0.519885
2000,42.099998,12.460000,0.038523,0.099585,0.495078
2500,38.340000,12.320000,0.019481,0.094600,0.502390
3000,39.040001,12.560000,0.003185,0.104985,0.507400
3500,40.660000,12.380000,0.000000,0.108919,0.500234
4000,40.480000,12.540000,0.000000,0.105147,0.516960
4500,40.619999,12.700000,0.000000,0.101637,0.521261
5000,37.959999,12.920000,0.000000,0.090865,0.520113
