generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,43.060001,11.600000,0.272414,0.138783,0.403982
500,33.200001,12.940000,0.142195,0.118300,0.488481
1000,38.700001,13.100000,0.085496,0.099592,0.514080
1500,42.380001,12.740000,0.059655,0.111222,0.500704
2000,41.840000,12.620000,0.031696,0.099037,0.499037
2500,41.720001,12.080000,0.013245,0.113720,0.488651
3000,45.220001,13.220000,0.003026,0.094525,0.539888
3500,40.259998,11.960000,0.003344,0.106349,0.485212
4000,43.639999,11.760000,0.003401,0.111596,0.484523
4500,42.840000,12.100000,0.003306,0.110917,0.497993
5000,47.520000,12.780000,0.000000,0.093153,0.521354
