generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,41.200001,12.100000,0.257851,0.139751,0.434196
500,40.459999,13.180000,0.133536,0.112729,0.502867
1000,38.880001,13.220000,0.069592,0.106288,0.517834
1500,38.139999,12.580000,0.041335,0.102463,0.495539
2000,40.080002,12.300000,0.026016,0.111220,0.490569
2500,36.419998,12.200000,0.019672,0.086588,0.497320
3000,37.880001,12.240000,0.006536,0.101445,0.498041
3500,37.180000,12.620000,0.006339,0.103372,0.507701
4000,36.639999,12.160000,0.000000,0.095502,0.494223
4500,36.840000,12.160000,0.000000,0.096179,0.489631
5000,44.880001,11.840000,0.000000,0.109147,0.484236
