generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,44.020000,11.980000,0.270451,0.142022,0.427591
500,42.480000,12.720000,0.144654,0.115701,0.477853
1000,40.320000,12.940000,0.092736,0.102799,0.495378
1500,43.380001,12.680000,0.044164,0.109937,0.498495
2000,43.680000,12.280000,0.029316,0.103494,0.489603
2500,40.360001,12.200000,0.019672,0.102334,0.494811
3000,39.259998,12.720000,0.012579,0.084890,0.515816
3500,35.919998,13.080000,0.009174,0.094911,0.529049
4000,43.980000,13.180000,0.006070,0.096505,0.535981
4500,40.139999,13.380000,0.002990,0.088559,0.548402
5000,38.200001,12.760000,0.000000,0.102074,0.515398
