generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,39.639999,12.000000,0.226667,0.132693,0.424333
500,39.720001,13.360000,0.134731,0.113999,0.509419
1000,36.919998,13.380000,0.065770,0.102684,0.523286
1500,44.860001,12.080000,0.036424,0.112980,0.483170
2000,36.779999,12.740000,0.015699,0.094784,0.517109
2500,37.020000,12.460000,0.016051,0.093776,0.499028
3000,34.639999,12.860000,0.003110,0.099542,0.527860
3500,42.360001,12.380000,0.003231,0.101559,0.499732
4000,43.139999,12.600000,0.000000,0.099994,0.508730
4500,42.380001,12.580000,0.000000,0.095904,0.508484
5000,39.299999,12.140000,0.000000,0.094902,0.500484
