generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,39.720001,11.320000,0.229682,0.136213,0.402339
500,41.180000,12.460000,0.144462,0.120640,0.467565
1000,42.139999,13.060000,0.101072,0.112616,0.502704
1500,40.759998,13.280000,0.063253,0.104110,0.525762
2000,44.279999,12.980000,0.043143,0.101865,0.513431
2500,37.619999,12.040000,0.019934,0.106245,0.492028
3000,31.660000,11.820000,0.013536,0.108763,0.467283
3500,40.439999,11.840000,0.006757,0.095461,0.489930
4000,36.799999,12.380000,0.000000,0.099281,0.519052
4500,43.840000,12.080000,0.000000,0.110649,0.498883
5000,46.639999,12.240000,0.000000,0.103193,0.501844
