generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,45.040001,11.560000,0.242215,0.139432,0.423221
500,42.520000,12.500000,0.124800,0.115892,0.481721
1000,36.560001,12.160000,0.069079,0.112677,0.471960
1500,36.080002,13.160000,0.042553,0.101139,0.521691
2000,41.880001,13.160000,0.024316,0.099192,0.524443
2500,39.200001,12.680000,0.012618,0.098079,0.505829
3000,34.080002,13.180000,0.009105,0.090726,0.534295
3500,35.480000,11.700000,0.003419,0.108033,0.470850
4000,46.060001,12.340000,0.003241,0.109642,0.494521
4500,42.119999,12.260000,0.003263,0.086500,0.503365
5000,41.279999,12.480000,0.003205,0.095038,0.511757
