generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,41.840000,11.860000,0.242833,0.139771,0.423775
500,37.220001,12.820000,0.137285,0.117977,0.484031
1000,43.299999,13.100000,0.076336,0.104834,0.506757
1500,34.959999,12.020000,0.036606,0.100164,0.481039
2000,40.560001,12.560000,0.025478,0.096857,0.514150
2500,44.240002,12.220000,0.019640,0.102713,0.503890
3000,42.599998,12.180000,0.013136,0.102374,0.490437
3500,40.439999,11.880000,0.003367,0.114754,0.485903
4000,41.200001,12.260000,0.000000,0.103759,0.498400
4500,39.820000,12.180000,0.000000,0.105189,0.492126
5000,37.139999,12.380000,0.000000,0.094998,0.505798
