generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,38.119999,11.720000,0.218430,0.143394,0.421082
500,34.000000,12.720000,0.122642,0.116771,0.488067
1000,38.240002,12.560000,0.063694,0.098417,0.491206
1500,39.639999,12.820000,0.037441,0.094530,0.520747
2000,45.459999,12.300000,0.013008,0.092301,0.500000
2500,45.400002,12.120000,0.009901,0.108167,0.494462
3000,40.619999,12.740000,0.006279,0.098873,0.513001
3500,41.820000,12.940000,0.003091,0.091996,0.524215
4000,43.320000,12.620000,0.003170,0.100556,0.515553
4500,44.680000,12.040000,0.000000,0.104973,0.483590
5000,38.160000,12.140000,0.000000,0.107883,0.482611
