generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,42.419998,11.580000,0.224525,0.136787,0.429679
500,34.459999,12.460000,0.128411,0.117246,0.478757
1000,42.340000,13.000000,0.080000,0.109750,0.502593
1500,42.779999,13.020000,0.049155,0.107698,0.524948
2000,45.599998,12.860000,0.034215,0.102362,0.514961
2500,41.360001,13.240000,0.024169,0.107715,0.540103
3000,38.599998,12.480000,0.019231,0.092054,0.511504
3500,37.799999,12.260000,0.009788,0.104286,0.490808
4000,39.380001,11.720000,0.006826,0.115696,0.475478
4500,41.580002,12.240000,0.003268,0.092065,0.493963
5000,41.080002,11.840000,0.000000,0.115731,0.481805
