generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,40.020000,11.400000,0.224561,0.143473,0.419649
500,40.779999,12.520000,0.127796,0.113311,0.485525
1000,45.880001,12.660000,0.069510,0.112063,0.497540
1500,39.400002,12.660000,0.047393,0.105558,0.509313
2000,44.439999,12.720000,0.025157,0.102398,0.511955
2500,43.439999,12.840000,0.018692,0.083550,0.524646
3000,37.599998,12.360000,0.019417,0.103480,0.507749
3500,42.099998,12.760000,0.012539,0.091838,0.516434
4000,40.520000,12.440000,0.006431,0.101306,0.510235
4500,41.000000,12.600000,0.003175,0.095911,0.517241
5000,42.000000,12.460000,0.003210,0.103768,0.507305
